Particle num,x,y,vx,vy,ay,ep,ek,cellRow,cellCol
30,3.389414,708.696350,5.130565,23.382053,-9.800000,0.000000,0.000000,4,0
31,336.746307,14.466501,18.233324,14.919092,-9.800000,0.000000,0.000000,0,2
32,189.820786,503.125580,23.967037,-2.715467,-9.800000,0.000000,0.000000,3,1
33,709.811279,708.924744,7.144618,2.401289,-9.800000,0.000000,0.000000,4,4
34,679.885437,748.630859,8.558654,4.556236,-9.800000,0.000000,0.000000,4,4
35,320.147644,362.350677,2.964767,2.459955,-9.800000,0.000000,0.000000,2,2
36,485.991394,702.809692,14.688220,23.968906,-9.800000,0.000000,0.000000,4,3
37,196.349136,92.965996,19.847740,-2.859144,-9.800000,0.000000,0.000000,0,1
38,108.084282,583.262329,10.381907,-1.278477,-9.800000,0.000000,0.000000,3,0
39,172.814102,221.311386,4.158546,8.935769,-9.800000,0.000000,0.000000,1,1
40,687.676147,600.465271,13.016006,11.145303,-9.800000,0.000000,0.000000,3,4
41,587.170288,142.638000,1.938629,1.899730,-9.800000,0.000000,0.000000,0,3
42,61.069305,484.850494,18.268068,10.454494,-9.800000,0.000000,0.000000,3,0
43,575.733398,778.680786,5.002633,15.897076,-9.800000,0.000000,0.000000,4,3
44,515.938721,225.325592,4.652938,6.641843,-9.800000,0.000000,0.000000,1,3
45,47.338051,145.611404,18.688051,6.576761,-9.800000,0.000000,0.000000,0,0
46,415.708527,118.273285,12.282872,-2.086616,-9.800000,0.000000,0.000000,0,2
47,565.340149,256.354889,4.704701,12.827595,-9.800000,0.000000,0.000000,1,3
48,366.774139,452.674530,10.559901,1.637069,-9.800000,0.000000,0.000000,2,2
49,272.172150,281.965729,22.979618,-0.460974,-9.800000,0.000000,0.000000,1,1
50,153.208786,719.705383,14.941293,6.309948,-9.800000,0.000000,0.000000,4,0
51,686.068665,203.820526,2.572583,20.979176,-9.800000,0.000000,0.000000,1,4
52,726.215881,591.829224,23.501650,22.871723,-9.800000,0.000000,0.000000,3,4
53,459.068573,662.719482,22.605106,5.459578,-9.800000,0.000000,0.000000,4,2
54,766.148193,269.631409,26.447559,-0.737481,-9.800000,0.000000,0.000000,1,4
55,202.390137,558.462341,4.640261,-2.586179,-9.800000,0.000000,0.000000,3,1
56,393.836121,739.996277,10.932865,16.672758,-9.800000,0.000000,0.000000,4,2
57,72.468567,341.681763,18.911566,5.957068,-9.800000,0.000000,0.000000,2,0
58,188.710358,491.269012,26.756788,1.191928,-9.800000,0.000000,0.000000,3,1
59,760.976257,657.921570,21.586609,-0.541304,-9.800000,0.000000,0.000000,4,4
60,789.888611,432.291199,20.222685,14.727825,-9.800000,0.000000,0.000000,2,4
61,329.163544,639.993225,19.748074,-0.200000,-9.800000,0.000000,0.000000,3,2
62,781.271484,391.358948,22.479841,19.888554,-9.800000,0.000000,0.000000,2,4
63,369.698090,600.083374,15.472207,-0.421359,-9.800000,0.000000,0.000000,3,2
64,601.509216,406.726135,9.528022,25.956026,-9.800000,0.000000,0.000000,2,3
65,206.332077,303.441803,5.325776,13.807760,-9.800000,0.000000,0.000000,1,1
66,700.915283,285.140656,17.044859,17.800001,-9.800000,0.000000,0.000000,1,4
67,688.257141,390.051025,15.979463,25.397749,-9.800000,0.000000,0.000000,2,4
68,374.787384,776.774719,17.629950,13.324936,-9.800000,0.000000,0.000000,4,2
69,731.126465,253.515137,2.896813,14.637697,-9.800000,0.000000,0.000000,1,4
70,31.110420,599.407532,27.258408,25.938959,-9.800000,0.000000,0.000000,3,0
71,789.150452,616.020630,29.638763,-2.528228,-9.800000,0.000000,0.000000,3,4
72,48.259377,99.830498,16.861584,23.580549,-9.800000,0.000000,0.000000,0,0
73,508.144073,777.441895,11.014539,-0.768418,-9.800000,0.000000,0.000000,4,3
74,488.577515,708.753906,9.889543,22.796019,-9.800000,0.000000,0.000000,4,3
75,684.242310,13.746793,7.684956,9.586371,-9.800000,0.000000,0.000000,0,4
76,467.772278,747.092102,18.276491,12.898636,-9.800000,0.000000,0.000000,4,2
77,25.871408,293.931091,8.736290,12.240707,-9.800000,0.000000,0.000000,1,0
78,144.424789,551.543884,29.848700,25.328205,-9.800000,0.000000,0.000000,3,0
79,542.368652,240.205673,28.434343,14.046450,-9.800000,0.000000,0.000000,1,3
80,600.050049,28.126156,9.775586,25.357338,-9.800000,0.000000,0.000000,0,3
81,67.507797,14.729025,22.323961,8.870938,-9.800000,0.000000,0.000000,0,0
82,460.445099,128.495148,9.128085,10.895292,-9.800000,0.000000,0.000000,0,2
83,270.543243,552.553467,25.172531,15.834082,-9.800000,0.000000,0.000000,3,1
84,513.536377,254.170624,-29.617762,7.555006,-9.800000,0.000000,0.000000,1,3
85,51.385365,375.804199,12.469782,22.917149,-9.800000,0.000000,0.000000,2,0
86,661.986755,286.030762,29.783752,17.423222,-9.800000,0.000000,0.000000,1,4
87,435.214478,396.881042,10.982151,7.903173,-9.800000,0.000000,0.000000,2,2
88,634.674255,536.735779,19.777706,11.322002,-9.800000,0.000000,0.000000,3,3
89,217.094131,606.802063,16.600555,4.888842,-9.800000,0.000000,0.000000,3,1
90,254.688019,614.600708,21.543278,24.961723,-9.800000,0.000000,0.000000,3,1
91,391.597015,69.812737,9.314039,16.573254,-9.800000,0.000000,0.000000,0,2
92,735.947449,591.799133,2.095276,0.100000,-9.800000,0.000000,0.000000,3,4
93,614.450439,797.192566,10.178137,24.025272,-9.800000,0.000000,0.000000,4,3
94,685.197205,209.608948,27.463505,25.534706,-9.800000,0.000000,0.000000,1,4
95,40.160755,467.569092,26.177822,-2.482217,-9.800000,0.000000,0.000000,2,0
96,513.341492,264.224670,-27.524246,22.799355,-9.800000,0.000000,0.000000,1,3
97,397.361969,165.522491,9.175897,22.172699,-9.800000,0.000000,0.000000,1,2
98,100.450844,491.852386,11.280495,0.071904,-9.800000,0.000000,0.000000,3,0
99,631.650146,117.666458,24.282894,21.537231,-9.800000,0.000000,0.000000,0,3
100,52.374557,569.606018,27.446514,3.671722,-9.800000,0.000000,0.000000,3,0
1,483.611237,461.119049,7.692969,-2.155091,-9.800000,0.000000,0.000000,2,3
2,234.686096,280.729889,22.569069,16.191872,-9.800000,0.000000,0.000000,1,1
3,651.576355,192.141159,21.569263,5.954856,-9.800000,0.000000,0.000000,1,4
4,393.842651,759.429993,25.396225,6.227639,-9.800000,0.000000,0.000000,4,2
5,199.182541,23.703651,16.455929,7.210134,-9.800000,0.000000,0.000000,0,1
6,593.434814,586.935669,5.123831,6.516038,-9.800000,0.000000,0.000000,3,3
7,698.587769,475.535553,5.911376,20.435263,-9.800000,0.000000,0.000000,2,4
8,588.110657,767.867188,13.369925,11.843513,-9.800000,0.000000,0.000000,4,3
9,467.934814,702.320496,8.296652,5.166652,-9.800000,0.000000,0.000000,4,2
10,612.830566,423.661194,2.375705,-22.505989,-9.800000,0.000000,0.000000,2,3
11,48.491020,26.767654,2.473782,-3.087806,-9.800000,0.000000,0.000000,0,0
12,606.443115,529.405518,17.900354,19.136692,-9.800000,0.000000,0.000000,3,3
13,592.642212,414.170319,27.319445,23.382263,-9.800000,0.000000,0.000000,2,3
14,488.685150,228.157150,3.750965,7.893327,-9.800000,0.000000,0.000000,1,3
15,625.482788,430.102783,9.117619,-3.918001,-9.800000,0.000000,0.000000,2,3
16,428.090759,262.410248,21.280546,17.032236,-9.800000,0.000000,0.000000,1,2
17,509.871338,16.553614,13.643383,13.535910,-9.800000,0.000000,0.000000,0,3
18,539.503174,354.402069,20.365473,4.692365,-9.800000,0.000000,0.000000,2,3
19,20.531420,256.703491,24.448080,12.902948,-9.800000,0.000000,0.000000,1,0
20,409.345062,538.981506,26.686630,23.767458,-9.800000,0.000000,0.000000,3,2
21,419.731659,610.043701,15.112594,0.916283,-9.800000,0.000000,0.000000,3,2
22,737.276245,406.431152,24.658594,4.766175,-9.800000,0.000000,0.000000,2,4
23,88.939575,452.024719,21.296114,4.808099,-9.800000,0.000000,0.000000,2,0
24,747.630554,455.135468,18.725588,16.323721,-9.800000,0.000000,0.000000,2,4
25,106.325836,234.373093,13.234764,8.062617,-9.800000,0.000000,0.000000,1,0
26,505.664185,607.123657,4.119312,0.020709,-9.800000,0.000000,0.000000,3,3
27,691.884644,709.837402,1.119934,16.181316,-9.800000,0.000000,0.000000,4,4
28,194.712372,253.979843,9.067613,13.236088,-9.800000,0.000000,0.000000,1,1
29,303.590729,565.963806,16.996862,8.916665,-9.800000,0.000000,0.000000,3,1
30,3.902472,710.980713,5.130565,22.402058,-9.800000,0.000000,0.000000,4,0
31,338.569733,15.904510,18.233324,13.939096,-9.800000,0.000000,0.000000,0,2
32,192.217484,502.800140,23.967037,-3.695467,-9.800000,0.000000,0.000000,3,1
33,710.526001,709.110901,7.144618,1.421288,-9.800000,0.000000,0.000000,4,4
34,680.741150,749.032471,8.558654,3.576236,-9.800000,0.000000,0.000000,4,4
35,320.443970,362.542786,2.964767,1.479955,-9.800000,0.000000,0.000000,2,2
36,485.991394,705.152832,14.688220,22.988911,-9.800000,0.000000,0.000000,4,3
37,198.333847,92.626183,19.847740,-3.839145,-9.800000,0.000000,0.000000,0,1
38,109.122490,583.080444,10.381907,-2.258477,-9.800000,0.000000,0.000000,3,0
39,173.229904,222.151062,4.158546,7.955773,-9.800000,0.000000,0.000000,1,1
40,688.978027,601.526001,13.016006,10.165307,-9.800000,0.000000,0.000000,3,4
41,587.364380,142.774078,1.938629,0.919730,-9.800000,0.000000,0.000000,0,3
42,62.896126,485.842072,18.268068,9.474498,-9.800000,0.000000,0.000000,3,0
43,576.233887,780.216492,5.002633,14.917080,-9.800000,0.000000,0.000000,4,3
44,516.403809,225.935883,4.652938,5.661842,-9.800000,0.000000,0.000000,1,3
45,49.206871,146.215179,18.688051,5.596760,-9.800000,0.000000,0.000000,0,0
46,416.936859,118.010727,12.282872,-3.066616,-9.800000,0.000000,0.000000,0,2
47,565.810730,257.583740,4.704701,11.847599,-9.800000,0.000000,0.000000,1,3
48,367.830048,452.784332,10.559901,0.657068,-9.800000,0.000000,0.000000,2,2
49,274.470123,281.865723,22.979618,-1.440974,-9.800000,0.000000,0.000000,1,1
50,154.702927,720.282471,14.941293,5.329947,-9.800000,0.000000,0.000000,4,0
51,686.068665,205.864548,2.572583,19.999180,-9.800000,0.000000,0.000000,1,4
52,728.566345,591.819153,23.501650,22.871723,-9.800000,0.000000,0.000000,3,4
53,461.329010,663.211426,22.605106,4.479577,-9.800000,0.000000,0.000000,4,2
54,768.792847,269.503754,26.447559,-1.717481,-9.800000,0.000000,0.000000,1,4
55,202.854156,558.149841,4.640261,-3.566180,-9.800000,0.000000,0.000000,3,1
56,394.929260,741.609558,10.932865,15.692762,-9.800000,0.000000,0.000000,4,2
57,74.359741,342.223572,18.911566,4.977067,-9.800000,0.000000,0.000000,2,0
58,191.385986,491.334290,26.756788,0.211928,-9.800000,0.000000,0.000000,3,1
59,763.135071,657.813538,21.586609,-1.521304,-9.800000,0.000000,0.000000,4,4
60,791.910706,433.710083,20.222685,13.747829,-9.800000,0.000000,0.000000,2,4
61,331.138336,639.963318,19.748074,-0.200000,-9.800000,0.000000,0.000000,3,2
62,783.519409,393.293915,22.479841,18.908558,-9.800000,0.000000,0.000000,2,4
63,371.245331,599.987427,15.472207,-1.401359,-9.800000,0.000000,0.000000,3,2
64,602.461975,409.267822,9.528022,24.976030,-9.800000,0.000000,0.000000,2,3
65,206.864609,304.768677,5.325776,12.827765,-9.800000,0.000000,0.000000,1,1
66,702.619995,286.866760,17.044859,16.820005,-9.800000,0.000000,0.000000,1,4
67,689.855042,392.536896,15.979463,24.417753,-9.800000,0.000000,0.000000,2,4
68,376.550385,778.053406,17.629950,12.344940,-9.800000,0.000000,0.000000,4,2
69,731.416382,254.925018,2.896813,13.657701,-9.800000,0.000000,0.000000,1,4
70,33.836258,601.947571,27.258408,24.958963,-9.800000,0.000000,0.000000,3,0
71,792.114319,615.713867,29.638763,-3.508229,-9.800000,0.000000,0.000000,3,4
72,49.945549,102.134651,16.861584,22.600554,-9.800000,0.000000,0.000000,0,0
73,509.245453,777.311279,11.014539,-1.748418,-9.800000,0.000000,0.000000,4,3
74,488.577515,710.979675,9.889543,21.816023,-9.800000,0.000000,0.000000,4,3
75,685.010742,14.651530,7.684956,8.606376,-9.800000,0.000000,0.000000,0,4
76,469.599976,748.328064,18.276491,11.918640,-9.800000,0.000000,0.000000,4,2
77,26.745031,295.101257,8.736290,11.260712,-9.800000,0.000000,0.000000,1,0
78,147.409714,554.022766,29.848700,24.348209,-9.800000,0.000000,0.000000,3,0
79,545.212280,241.556412,28.434343,13.066454,-9.800000,0.000000,0.000000,1,3
80,601.027832,30.607988,9.775586,24.377342,-9.800000,0.000000,0.000000,0,3
81,69.740158,15.562220,22.323961,7.890942,-9.800000,0.000000,0.000000,0,0
82,461.357880,129.530777,9.128085,9.915297,-9.800000,0.000000,0.000000,0,2
83,273.060638,554.083008,25.172531,14.854086,-9.800000,0.000000,0.000000,3,1
84,510.574493,254.872223,-29.617762,6.575005,-9.800000,0.000000,0.000000,1,3
85,52.632351,378.041992,12.469782,21.937153,-9.800000,0.000000,0.000000,2,0
86,664.965271,287.719177,29.783752,16.443226,-9.800000,0.000000,0.000000,1,4
87,436.312805,397.617462,10.982151,6.923172,-9.800000,0.000000,0.000000,2,2
88,636.651794,537.814148,19.777706,10.342007,-9.800000,0.000000,0.000000,3,3
89,218.754135,607.237122,16.600555,3.908841,-9.800000,0.000000,0.000000,3,1
90,256.842346,617.042969,21.543278,23.981728,-9.800000,0.000000,0.000000,3,1
91,392.528412,71.416161,9.314039,15.593258,-9.800000,0.000000,0.000000,0,2
92,736.156799,591.799133,2.095276,0.100000,-9.800000,0.000000,0.000000,3,4
93,615.468506,799.541199,10.178137,23.045277,-9.800000,0.000000,0.000000,4,3
94,685.197205,212.108521,27.463505,24.554710,-9.800000,0.000000,0.000000,1,4
95,42.778553,467.266998,26.177822,-3.462217,-9.800000,0.000000,0.000000,2,0
96,510.588989,266.450714,-27.524246,21.819359,-9.800000,0.000000,0.000000,1,3
97,398.279633,167.685867,9.175897,21.192703,-9.800000,0.000000,0.000000,1,2
98,101.578926,491.805664,11.280495,-0.908096,-9.800000,0.000000,0.000000,3,0
99,634.078735,119.766281,24.282894,20.557236,-9.800000,0.000000,0.000000,0,3
100,55.119194,569.919189,27.446514,2.691721,-9.800000,0.000000,0.000000,3,0
1,484.380585,460.849640,7.692969,-3.135091,-9.800000,0.000000,0.000000,2,3
2,236.943024,282.295197,22.569069,15.211876,-9.800000,0.000000,0.000000,1,1
3,653.733337,192.682739,21.569263,4.974856,-9.800000,0.000000,0.000000,1,4
4,396.382324,759.998840,25.396225,5.247638,-9.800000,0.000000,0.000000,4,2
5,200.828201,24.370764,16.455929,6.230134,-9.800000,0.000000,0.000000,0,1
6,593.946899,587.533264,5.123831,5.536037,-9.800000,0.000000,0.000000,3,3
7,699.179199,477.525177,5.911376,19.455267,-9.800000,0.000000,0.000000,2,4
8,589.447937,768.997559,13.369925,10.863518,-9.800000,0.000000,0.000000,4,3
9,468.764587,702.783142,8.296652,4.186652,-9.800000,0.000000,0.000000,4,2
10,613.067993,421.356689,2.375705,-23.485985,-9.800000,0.000000,0.000000,2,3
11,48.738403,26.404974,2.473782,-4.067806,-9.800000,0.000000,0.000000,0,0
12,608.233276,531.265259,17.900354,18.156696,-9.800000,0.000000,0.000000,3,3
13,595.374146,415.548706,27.319445,-22.894266,-9.800000,0.000000,0.000000,2,3
14,489.060211,228.892593,3.750965,6.913326,-9.800000,0.000000,0.000000,1,3
15,626.394653,429.657074,9.117619,-4.898002,-9.800000,0.000000,0.000000,2,3
16,430.218750,264.059570,21.280546,16.052240,-9.800000,0.000000,0.000000,1,2
17,511.235779,17.853306,13.643383,12.555914,-9.800000,0.000000,0.000000,0,3
18,541.539917,354.817383,20.365473,3.712364,-9.800000,0.000000,0.000000,2,3
19,22.976221,257.939880,24.448080,11.922953,-9.800000,0.000000,0.000000,1,0
20,412.013824,541.304443,26.686630,22.787462,-9.800000,0.000000,0.000000,3,2
21,421.242889,610.081543,15.112594,-0.063717,-9.800000,0.000000,0.000000,3,2
22,739.742065,406.853882,24.658594,3.786174,-9.800000,0.000000,0.000000,2,4
23,91.069168,452.451630,21.296114,3.828099,-9.800000,0.000000,0.000000,2,0
24,749.503113,456.713959,18.725588,15.343725,-9.800000,0.000000,0.000000,2,4
25,107.649307,235.125458,13.234764,7.082617,-9.800000,0.000000,0.000000,1,0
26,506.076172,607.071777,4.119312,-0.959291,-9.800000,0.000000,0.000000,3,3
27,691.996338,711.401733,1.119934,15.201321,-9.800000,0.000000,0.000000,4,4
28,195.619202,255.249557,9.067613,12.256092,-9.800000,0.000000,0.000000,1,1
29,305.290558,566.801636,16.996862,7.936669,-9.800000,0.000000,0.000000,3,1
30,4.415529,713.166992,5.130565,21.422062,-9.800000,0.000000,0.000000,4,0
31,340.393158,17.244520,18.233324,12.959101,-9.800000,0.000000,0.000000,0,2
32,194.614182,502.376709,23.967037,-4.675467,-9.800000,0.000000,0.000000,3,1
33,711.240723,709.199158,7.144618,0.441288,-9.800000,0.000000,0.000000,4,4
34,681.596863,749.336243,8.558654,2.596235,-9.800000,0.000000,0.000000,4,4
35,320.740295,362.636902,2.964767,0.499955,-9.800000,0.000000,0.000000,2,2
36,485.991394,707.397705,14.688220,22.008915,-9.800000,0.000000,0.000000,4,3
37,200.318558,92.188370,19.847740,-4.819145,-9.800000,0.000000,0.000000,0,1
38,110.160698,582.800781,10.381907,-3.238478,-9.800000,0.000000,0.000000,3,0
39,173.645706,222.892746,4.158546,6.975772,-9.800000,0.000000,0.000000,1,1
40,690.279907,602.488525,13.016006,9.185311,-9.800000,0.000000,0.000000,3,4
41,587.558472,142.812164,1.938629,-0.060270,-9.800000,0.000000,0.000000,0,3
42,64.722931,486.735596,18.268068,8.494502,-9.800000,0.000000,0.000000,3,0
43,576.734375,781.654419,5.002633,13.937084,-9.800000,0.000000,0.000000,4,3
44,516.868896,226.448166,4.652938,4.681842,-9.800000,0.000000,0.000000,1,3
45,51.075691,146.720963,18.688051,4.616760,-9.800000,0.000000,0.000000,0,0
46,418.165192,117.650162,12.282872,-4.046617,-9.800000,0.000000,0.000000,0,2
47,566.281311,258.714600,4.704701,10.867603,-9.800000,0.000000,0.000000,1,3
48,368.885956,452.796143,10.559901,-0.322931,-9.800000,0.000000,0.000000,2,2
49,276.768097,281.667725,22.979618,-2.420974,-9.800000,0.000000,0.000000,1,1
50,156.197067,720.761597,14.941293,4.349947,-9.800000,0.000000,0.000000,4,0
51,686.068665,207.810562,2.572583,19.019184,-9.800000,0.000000,0.000000,1,4
52,730.916809,591.809082,23.501650,22.871723,-9.800000,0.000000,0.000000,3,4
53,463.589447,663.605530,22.605106,3.499577,-9.800000,0.000000,0.000000,4,2
54,771.437500,269.278107,26.447559,-2.697481,-9.800000,0.000000,0.000000,1,4
55,203.318176,557.739258,4.640261,-4.546180,-9.800000,0.000000,0.000000,3,1
56,396.022400,743.125061,10.932865,14.712767,-9.800000,0.000000,0.000000,4,2
57,76.250916,342.667389,18.911566,3.997067,-9.800000,0.000000,0.000000,2,0
58,194.061615,491.301575,26.756788,-0.768072,-9.800000,0.000000,0.000000,3,1
59,765.293884,657.607483,21.586609,-2.501305,-9.800000,0.000000,0.000000,4,4
60,793.932800,435.030975,20.222685,12.767834,-9.800000,0.000000,0.000000,2,4
61,333.113129,639.933411,19.748074,-0.200000,-9.800000,0.000000,0.000000,3,2
62,785.767334,395.130890,22.479841,17.928562,-9.800000,0.000000,0.000000,2,4
63,372.792572,599.793335,15.472207,-2.381360,-9.800000,0.000000,0.000000,3,2
64,603.414734,410.745941,9.528022,0.100000,-9.800000,0.000000,0.000000,2,3
65,207.397141,305.997559,5.325776,11.847769,-9.800000,0.000000,0.000000,1,1
66,704.324707,288.494843,17.044859,15.840010,-9.800000,0.000000,0.000000,1,4
67,691.452942,394.924774,15.979463,23.437757,-9.800000,0.000000,0.000000,2,4
68,378.313385,779.233887,17.629950,11.364944,-9.800000,0.000000,0.000000,4,2
69,731.706299,256.236877,2.896813,12.677706,-9.800000,0.000000,0.000000,1,4
70,36.562088,604.389587,27.258408,23.978968,-9.800000,0.000000,0.000000,3,0
71,795.078186,615.309204,29.638763,-4.488229,-9.800000,0.000000,0.000000,3,4
72,51.631721,104.340805,16.861584,21.620558,-9.800000,0.000000,0.000000,0,0
73,510.346832,777.082397,11.014539,-2.728419,-9.800000,0.000000,0.000000,4,3
74,488.577515,713.107361,9.889543,20.836027,-9.800000,0.000000,0.000000,4,3
75,685.779175,15.458268,7.684956,7.626378,-9.800000,0.000000,0.000000,0,4
76,471.427673,749.466003,18.276491,10.938644,-9.800000,0.000000,0.000000,4,2
77,27.618654,296.173431,8.736290,10.280716,-9.800000,0.000000,0.000000,1,0
78,150.394638,556.403748,29.848700,23.368214,-9.800000,0.000000,0.000000,3,0
79,548.055908,242.809158,28.434343,12.086458,-9.800000,0.000000,0.000000,1,3
80,602.005615,32.991825,9.775586,23.397346,-9.800000,0.000000,0.000000,0,3
81,71.972519,16.297413,22.323961,6.910941,-9.800000,0.000000,0.000000,0,0
82,462.270660,130.468414,9.128085,8.935301,-9.800000,0.000000,0.000000,0,2
83,275.578033,555.514465,25.172531,13.874090,-9.800000,0.000000,0.000000,3,1
84,507.612762,255.475830,-29.617762,5.595005,-9.800000,0.000000,0.000000,1,3
85,53.879337,380.181793,12.469782,20.957157,-9.800000,0.000000,0.000000,2,0
86,667.943787,289.309601,29.783752,15.463230,-9.800000,0.000000,0.000000,1,4
87,437.411133,398.255859,10.982151,5.943172,-9.800000,0.000000,0.000000,2,2
88,638.629333,538.794373,19.777706,9.362011,-9.800000,0.000000,0.000000,3,3
89,220.414139,607.574036,16.600555,2.928841,-9.800000,0.000000,0.000000,3,1
90,258.996582,619.387329,21.543278,23.001732,-9.800000,0.000000,0.000000,3,1
91,393.459808,72.921585,9.314039,14.613262,-9.800000,0.000000,0.000000,0,2
92,736.366150,591.799133,2.095276,0.100000,-9.800000,0.000000,0.000000,3,4
93,616.486572,797.379883,10.178137,-23.437275,-9.800000,0.000000,0.000000,4,3
94,685.197205,214.510101,27.463505,23.574715,-9.800000,0.000000,0.000000,1,4
95,45.396351,466.866852,26.177822,-4.442217,-9.800000,0.000000,0.000000,2,0
96,507.836609,268.578766,-27.524246,20.839363,-9.800000,0.000000,0.000000,1,3
97,399.197296,169.751251,9.175897,20.212708,-9.800000,0.000000,0.000000,1,2
98,102.707008,491.660950,11.280495,-1.888097,-9.800000,0.000000,0.000000,3,0
99,636.507324,121.768105,24.282894,19.577240,-9.800000,0.000000,0.000000,0,3
100,57.863831,570.134583,27.446514,1.711721,-9.800000,0.000000,0.000000,3,0
1,485.149933,460.482239,7.692969,-4.115091,-9.800000,0.000000,0.000000,2,3
2,239.199951,283.762512,22.569069,14.231880,-9.800000,0.000000,0.000000,1,1
3,655.890320,193.126328,21.569263,3.994855,-9.800000,0.000000,0.000000,1,4
4,398.921997,760.469666,25.396225,4.267638,-9.800000,0.000000,0.000000,4,2
5,202.473862,24.939877,16.455929,5.250133,-9.800000,0.000000,0.000000,0,1
6,594.458984,588.033081,5.123831,4.556037,-9.800000,0.000000,0.000000,3,3
7,699.770630,479.416809,5.911376,18.475271,-9.800000,0.000000,0.000000,2,4
8,590.785217,770.030029,13.369925,9.883522,-9.800000,0.000000,0.000000,4,3
9,469.594360,703.147949,8.296652,3.206651,-9.800000,0.000000,0.000000,4,2
10,613.305420,418.954193,2.375705,-24.465981,-9.800000,0.000000,0.000000,2,3
11,48.985786,25.944294,2.473782,-5.047807,-9.800000,0.000000,0.000000,0,0
12,610.023438,533.027039,17.900354,17.176701,-9.800000,0.000000,0.000000,3,3
13,598.106079,415.538788,27.319445,-22.894266,-9.800000,0.000000,0.000000,2,3
14,489.435272,229.530014,3.750965,5.933326,-9.800000,0.000000,0.000000,1,3
15,627.306519,429.113373,9.117619,-5.878002,-9.800000,0.000000,0.000000,2,3
16,432.346741,265.610901,21.280546,15.072245,-9.800000,0.000000,0.000000,1,2
17,512.600098,19.054998,13.643383,11.575918,-9.800000,0.000000,0.000000,0,3
18,543.576660,355.134705,20.365473,2.732364,-9.800000,0.000000,0.000000,2,3
19,25.421022,259.078278,24.448080,10.942957,-9.800000,0.000000,0.000000,1,0
20,414.682587,543.529175,26.686630,21.807467,-9.800000,0.000000,0.000000,3,2
21,422.754120,610.021179,15.112594,-1.043717,-9.800000,0.000000,0.000000,3,2
22,742.207886,407.178619,24.658594,2.806174,-9.800000,0.000000,0.000000,2,4
23,93.198761,452.780518,21.296114,2.848098,-9.800000,0.000000,0.000000,2,0
24,751.375671,458.194427,18.725588,14.363729,-9.800000,0.000000,0.000000,2,4
25,108.972778,235.779816,13.234764,6.102616,-9.800000,0.000000,0.000000,1,0
26,506.488159,606.921936,4.119312,-1.939292,-9.800000,0.000000,0.000000,3,3
27,692.108032,712.867859,1.119934,14.221325,-9.800000,0.000000,0.000000,4,4
28,196.526031,256.421265,9.067613,11.276096,-9.800000,0.000000,0.000000,1,1
29,306.990387,567.541382,16.996862,6.956668,-9.800000,0.000000,0.000000,3,1
30,4.928587,715.255310,5.130565,20.442066,-9.800000,0.000000,0.000000,4,0
31,342.216583,18.486530,18.233324,11.979105,-9.800000,0.000000,0.000000,0,2
32,197.010880,501.855255,23.967037,-5.655468,-9.800000,0.000000,0.000000,3,1
33,711.955444,709.189392,7.144618,-0.538712,-9.800000,0.000000,0.000000,4,4
34,682.452576,749.541931,8.558654,1.616235,-9.800000,0.000000,0.000000,4,4
35,321.036621,362.632996,2.964767,-0.480045,-9.800000,0.000000,0.000000,2,2
36,485.991394,709.544739,14.688220,21.028919,-9.800000,0.000000,0.000000,4,3
37,202.303268,91.652557,19.847740,-5.799146,-9.800000,0.000000,0.000000,0,1
38,111.198906,582.422974,10.381907,-4.218478,-9.800000,0.000000,0.000000,3,0
39,174.061508,223.536423,4.158546,5.995772,-9.800000,0.000000,0.000000,1,1
40,691.581787,603.353210,13.016006,8.205316,-9.800000,0.000000,0.000000,3,4
41,587.752563,142.752228,1.938629,-1.040270,-9.800000,0.000000,0.000000,0,3
42,66.549713,487.531128,18.268068,7.514504,-9.800000,0.000000,0.000000,3,0
43,577.234863,782.994141,5.002633,12.957088,-9.800000,0.000000,0.000000,4,3
44,517.333984,226.862442,4.652938,3.701841,-9.800000,0.000000,0.000000,1,3
45,52.944511,147.128738,18.688051,3.636759,-9.800000,0.000000,0.000000,0,0
46,419.393524,117.191605,12.282872,-5.026617,-9.800000,0.000000,0.000000,0,2
47,566.751892,259.747467,4.704701,9.887608,-9.800000,0.000000,0.000000,1,3
48,369.941864,452.709961,10.559901,-1.302932,-9.800000,0.000000,0.000000,2,2
49,279.066071,281.371735,22.979618,-3.400975,-9.800000,0.000000,0.000000,1,1
50,157.691208,721.142639,14.941293,3.369946,-9.800000,0.000000,0.000000,4,0
51,686.068665,209.658585,2.572583,18.039188,-9.800000,0.000000,0.000000,1,4
52,733.267273,591.799011,23.501650,0.100000,-9.800000,0.000000,0.000000,3,4
53,465.849884,663.901550,22.605106,2.519576,-9.800000,0.000000,0.000000,4,2
54,774.082153,268.954468,26.447559,-3.677482,-9.800000,0.000000,0.000000,1,4
55,203.782196,557.230835,4.640261,-5.526181,-9.800000,0.000000,0.000000,3,1
56,397.115540,744.542297,10.932865,13.732771,-9.800000,0.000000,0.000000,4,2
57,78.142090,343.013214,18.911566,3.017066,-9.800000,0.000000,0.000000,2,0
58,196.737244,491.170868,26.756788,-1.748072,-9.800000,0.000000,0.000000,3,1
59,767.452698,657.303528,21.586609,-3.481305,-9.800000,0.000000,0.000000,4,4
